actual,predicted,error,brand,model,age
40810,41649.0,-839.1431380773065,skoda,Skoda Kodiaq,2
26490,24264.0,2226.327980709819,opel,Opel Grandland X,4
21720,24434.0,-2714.327186235194,mazda,Mazda 2,1
24500,24491.0,8.900099262744334,mini,MINI Cooper SD Clubman,7
8450,10698.0,-2248.054655024236,smart,smart forTwo,10
45550,39832.0,5717.6514784262035,ford,Ford Kuga,1
15000,25649.0,-10648.656045885014,mercedes-benz,Mercedes-Benz S 500,17
3499,14396.0,-10897.149328980446,bmw,BMW 530,16
46400,49120.0,-2720.2062456167623,land-rover,Land Rover Discovery,7
21990,22394.0,-403.7007511324591,kia,Kia Sportage,6
6990,2188.0,4801.623655512427,mazda,Mazda 3,17
14880,18583.0,-3702.5754801147086,opel,Opel Corsa,4
34999,16573.0,18426.03920889811,seat,SEAT Ibiza,4
9000,6534.0,2465.923172917479,volkswagen,Volkswagen Touran,7
18999,11827.0,7171.611576061327,bmw,BMW 118,12
27000,17655.0,9345.082233578458,volkswagen,Volkswagen T5 Caravelle,14
13000,15308.0,-2308.190599518195,audi,Audi A6,13
54590,43616.0,10973.854497869688,bmw,BMW 520,1
56890,50088.0,6802.067377407373,jaguar,Jaguar F-Pace,4
31896,33096.0,-1199.569287359438,audi,Audi A1,2
25290,26836.0,-1546.2175668572963,fiat,Fiat Tipo,1
25890,30228.0,-4337.965496778721,seat,SEAT Ibiza,1
27500,29761.0,-2260.6035033868284,audi,Audi A4 allroad,8
28690,27183.0,1506.6916333303197,audi,Audi A7,10
17990,19185.0,-1195.224959053372,seat,SEAT Leon,6
49990,54835.0,-4845.1054050461025,mercedes-benz,Mercedes-Benz C 63 AMG,7
9290,4597.0,4693.222084793804,mitsubishi,Mitsubishi Space Star,5
19758,22125.0,-2367.487899768428,nissan,Nissan Qashqai,5
8250,13156.0,-4906.431801127272,mercedes-benz,Mercedes-Benz E 280,16
21490,24451.0,-2960.5225743925184,mini,MINI Cooper,5
22900,20901.0,1999.0817267289422,mercedes-benz,Mercedes-Benz C 220,7
22990,25087.0,-2097.137996626312,ford,Ford Kuga,5
39290,48708.0,-9417.967679346359,hyundai,Hyundai TUCSON,1
67639,66608.0,1030.502613404533,volkswagen,Volkswagen T6.1 Multivan,3
9300,14385.0,-5085.010322211821,ford,Ford Kuga,9
7200,4731.0,2469.229044779211,opel,Opel Corsa,13
22490,21537.0,953.3520347834892,ford,Ford Grand Tourneo,5
39990,34433.0,5556.704066900085,bmw,BMW X3,4
14800,19551.0,-4750.949331296339,citroen,Citroen C3 Aircross,5
1700,303.0,1396.6063277645408,mercedes-benz,Mercedes-Benz C 200,20
29999,34367.0,-4367.907298434569,mercedes-benz,Mercedes-Benz GLC 250,8
34070,36786.0,-2716.0704998106885,audi,Audi Q3,5
24900,20877.0,4023.4220116415563,toyota,Toyota Yaris,3
29480,29731.0,-250.77501800592654,kia,Kia ProCeed / pro_cee'd,5
4500,5616.0,-1116.0312494440805,volkswagen,Volkswagen Golf,16
53500,62428.0,-8927.50235589881,volkswagen,Volkswagen T6 California,6
9490,8734.0,755.7660319140705,hyundai,Hyundai i10,6
4500,4433.0,66.74204993236344,mercedes-benz,Mercedes-Benz E 280,19
22500,23794.0,-1293.9263688533683,seat,SEAT Leon,8
28980,28435.0,544.5781785513791,bmw,BMW 750,8
16499,14441.0,2058.043626123841,fiat,Fiat Tipo,3
25930,29954.0,-4023.787851886169,mazda,Mazda CX-5,5
39950,37910.0,2040.213087578988,skoda,Skoda Octavia,2
34145,28902.0,5243.476114105226,seat,SEAT Leon,1
17950,18059.0,-109.35548649789416,honda,Honda CR-V,7
30990,30446.0,544.0885813402565,audi,Audi A5,6
14980,16389.0,-1408.7418393775297,ford,Ford B-Max,7
32300,34175.0,-1875.2583704693097,bmw,BMW 420,4
30999,33369.0,-2370.0675673542282,audi,Audi A8,12
6999,6710.0,288.9707756697717,opel,Opel Insignia,12
5390,5659.0,-269.47556948806596,opel,Opel Astra,14
